Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
811,VeryMildDemented,SCN-02: LIME (n=100),0.3249629916008871,0.5070291835814714,0.9297251649975982,0.06802056760204081,1.5865042209625244
811,VeryMildDemented,SCN-02: LIME (n=500),0.44199532840757455,0.6689862195198657,0.9151003760086069,0.1251594387755102,7.639854907989502
811,VeryMildDemented,SCN-02: LIME (n=2000),0.311097481977049,0.4758231797042754,0.9248270728012951,0.11698820153061225,29.88787269592285
811,VeryMildDemented,SCN-03: SHAP (e=100),0.29578124908730385,0.7845663785934449,0.9304679611472583,0.0625,1.2368779182434082
811,VeryMildDemented,SCN-03: SHAP (e=500),0.2683210801938913,0.674109909683466,0.8927887637210574,0.0625,5.900171756744385
811,VeryMildDemented,SCN-03: SHAP (e=2000),0.2691284365020692,0.820924960821867,0.9480608885922814,0.046875,23.81234860420227
373,VeryMildDemented,SCN-01: Grad-CAM,0.23568125423626043,0.961426629126072,0.901853621006012,0.5679009885204082,0.029550790786743164
373,VeryMildDemented,SCN-02: LIME (n=100),0.07297616382820102,0.07960650510045635,0.8516653255819254,0.03176817602040816,1.576911449432373
373,VeryMildDemented,SCN-02: LIME (n=500),0.15101636825832546,0.3404018504002967,0.9262775936073181,0.03176817602040816,7.962376356124878
373,VeryMildDemented,SCN-02: LIME (n=2000),0.08948322207160117,0.1907086457341462,0.859787979394217,0.03176817602040816,30.128201961517334
373,VeryMildDemented,SCN-03: SHAP (e=100),0.22558934124472216,0.6071120131760835,0.8177688872203024,0.25,1.3290460109710693
373,VeryMildDemented,SCN-03: SHAP (e=500),0.28034357801079757,0.3577459084635848,0.8369269331272664,0.125,5.945859909057617
373,VeryMildDemented,SCN-03: SHAP (e=2000),0.10398566735166241,0.41643571468302987,0.8229507693325236,0.09375,23.613812923431396
79,VeryMildDemented,SCN-01: Grad-CAM,0.4175871311505035,0.457567415903759,0.9565980434417725,0.8057637117346939,0.027515888214111328
79,VeryMildDemented,SCN-02: LIME (n=100),0.17188317796451283,0.1755429014039725,0.9219390380613423,0.11112882653061225,1.5998330116271973
79,VeryMildDemented,SCN-02: LIME (n=500),0.14555905381283876,0.12636456464836382,0.9325693606812347,0.09532445790816327,8.01779818534851
79,VeryMildDemented,SCN-02: LIME (n=2000),0.05106075050746864,0.05108500682211578,0.8702429985838054,0.04514110331632653,30.233800172805786
79,VeryMildDemented,SCN-03: SHAP (e=100),0.3275346093156259,0.5455158803611995,0.7860912526358087,0.125,1.3482284545898438
